Rainfall_value,Tmax_value,Tmin_value,Soil Moisture,Rainfall_last_7_days,Month,State_Code,Crop_Code
215.4404296875,31.3313274383545,21.8926334381104,0.378585384713563,3590.972152709958,10,22,1
777.286865234375,30.1599731445312,23.5503005981445,0.267177604864072,883.5631491579111,6,9,1
20.1998348236084,33.5463218688965,25.1187171936035,0.107928127629085,680.62788772583,8,26,3
40.1944541931152,30.3099575042725,19.9229927062988,0.125979221488546,409.8588256835938,1,30,0
5.50677013397217,22.0977382659912,8.38830661773682,0.10510103984205767,5.50677013397217,1,28,2
6.76936912536621,24.9900341033936,8.11586856842041,0.167969368550924,741.6232859492306,1,19,3
330.216583251953,30.8129367828369,23.9596633911133,0.310200979139082,584.7733168900014,7,31,0
100.685317993164,32.2402038574219,20.8003978729248,0.267949115921195,1020.8535673618312,10,33,1
0.0179035626351833,29.1862621307373,17.0965423583984,0.233596264288481,1130.096789594739,11,4,3
0.0,34.488410949707,19.4026527404785,0.112156106177779,71.51247596740724,3,7,3
2.25422191619873,29.8835430145264,17.2159690856934,0.157959539189639,15.77955341339111,2,0,3
4.40038299560547,33.3636436462402,21.4202785491943,0.0900120726341224,1255.8680728524923,3,9,3
4.83206033706665,27.3062343597412,13.1946706771851,0.106607737963363,534.2850899696349,11,11,2
2.25422191619873,29.8835430145264,17.2159690856934,0.309652041722797,15.77955341339111,6,0,3
1.557213306427,35.6745758056641,17.4514636993408,0.143237229641119,348.91851544380165,3,19,2
5.42287969589233,14.0481643676758,3.97555875778198,0.184796477753127,799.9361586570743,1,12,1
0.445331394672394,31.1741142272949,13.7953195571899,0.20208246280577,863.7525104880337,11,19,0
3.84930515289307,31.0599422454834,18.7543487548828,0.146070563539402,1325.4737148284908,2,16,3
6.89508104324341,23.1483097076416,8.76592254638672,0.102566778921206,517.5316406115891,1,28,0
186.795211791992,30.2309970855713,18.263542175293,0.23900893944621,328.3970060348508,5,34,3
93.2433090209961,32.8901443481445,24.8447647094727,0.171574501293815,331.947038039565,8,28,2
49.7842292785645,37.1654624938965,22.5909385681152,0.105271972417863,100.05872845649725,5,11,1
4.30278253555298,28.0767269134521,15.4962606430054,0.242689089287841,1928.0205559730518,11,32,2
0.0043383636511862,36.6190719604492,19.7882194519043,0.0963222711795733,460.94167981529586,10,28,0
84.3861846923828,36.256893157959,22.170841217041,0.109422856155393,214.59039789438268,4,14,3
0.933876216411591,35.2679481506348,22.4634990692139,0.130312104862071,130.929921776056,4,7,1
0.375150978565216,25.9865055084229,7.86267137527466,0.0909392987903103,170.59999781847003,10,17,2
213.220413208008,32.4516296386719,24.0866203308105,0.263125339278255,518.2074537277223,8,1,2
0.367157429456711,36.8266677856445,27.035701751709,0.121264146420899,38.834629401564655,7,26,1
33.4794120788574,28.0123653411865,13.3717708587646,0.136501078259783,489.2256286144256,2,14,0
2.25422191619873,29.8835430145264,17.2159690856934,0.308666676590244,15.77955341339111,10,0,3
193.383331298828,32.0018768310547,21.9609546661377,0.296888816882296,254.84881854057298,4,16,3
11.9189262390137,15.092041015625,2.55155348777771,0.18693444579429,566.5845260620116,12,13,0
134.054641723633,35.9849624633789,25.4261035919189,0.215275885679371,292.712954521179,5,35,3
14.0151176452637,37.7273597717285,23.4003200531006,0.0771458298333452,263.90660846605897,4,4,3
0.255945026874542,25.372465133667,11.4517192840576,0.163367106336976,998.7080467343321,12,14,3
454.478668212891,29.6136531829834,22.0909461975098,0.298521801083007,841.4682092666633,7,34,0
141.8818359375,31.9767360687256,23.9770259857178,0.362044590588141,495.0213973224163,7,21,0
0.0,28.592212677002,14.1149282455444,0.0912601607520687,445.3794385194779,11,11,0
123.086700439453,33.947193145752,26.0252685546875,0.164116960035261,446.49448721110787,8,8,0
388.645660400391,32.8467025756836,25.1731014251709,0.386639486407691,1618.062084197998,6,2,3
0.0278347041457891,29.1480159759521,14.6094245910645,0.179308876180923,1328.0012195613242,11,6,3
140.24674987793,29.9197673797607,20.0293598175049,0.357233392955619,977.0328598022472,10,21,2
111.554931640625,33.5849609375,22.7683296203613,0.158923516141937,740.1449221372598,4,16,3
41.7232933044434,30.732780456543,19.7487773895264,0.398158160396683,1371.2374682426457,10,19,3
298.844512939453,36.2363548278809,27.1164455413818,0.20853488616823,477.01404356956516,7,8,2
